Beer Style,Beer Substyle,Beer Name,Brewery,,,,,,,
Brown Ales,Brown Ale - Belgian Dark,Cold Front,Ithaca Beer Company,,,,,,,
Brown Ales,Brown Ale - Belgian Dark,Grottenbier,Brouwerij St. Bernardus NV,,,,,,,
Brown Ales,Brown Ale - Belgian Dark,Petrus Winterbier,De Brabandere,,,,,,,
Brown Ales,Brown Ale - Belgian Dark,Petrus Speciale,De Brabandere,,,,,,,
Brown Ales,Brown Ale - Belgian Dark,Kapittel Pater,Leroy Breweries,,,,,,,
Brown Ales,Brown Ale - Belgian Dark,La Rullés Cuvée Meilleurs Voeux (Bière De Gaume),Brasserie Artisanale De Rulles SPRL,,,,,,,
Brown Ales,Brown Ale - Belgian Dark,Bink Bruin,Brouwerij Kerkom,,,,,,,
Brown Ales,Brown Ale - English,Newcastle Brown Ale,Heineken Nederland B.V.,,,,,,,
Brown Ales,Brown Ale - English,Hazelnut Brown Nectar,Rogue Ales,,,,,,,
Brown Ales,Brown Ale - English,Nut Brown Ale,Samuel Smith Old Brewery (Tadcaster),,,,,,,
Brown Ales,Brown Ale - English,Maduro Brown Ale,Cigar City Brewing,,,,,,,
Brown Ales,Brown Ale - English,Turbodog,Abita Brewing Co.,,,,,,,
Brown Ales,Brown Ale - English,Southern Pecan,Lazy Magnolia Brewing Company,,,,,,,
Brown Ales,Brown Ale - English,Fat Squirrel,New Glarus Brewing Company,,,,,,,
Brown Ales,Brown Ale - English,Cubano-Style Espresso Brown Ale,Cigar City Brewing,,,,,,,
Brown Ales,Brown Ale - English,Hexnut,Goose Island Beer Co.,,,,,,,
Brown Ales,Brown Ale - English,Nut Brown Ale,AleSmith Brewing Company,,,,,,,
Brown Ales,Brown Ale - English,Downtown Brown,Lost Coast Brewery and Cafe,,,,,,,
Brown Ales,Brown Ale - English,Winter Ale,Weyerbacher Brewing Co.,,,,,,,
Brown Ales,Brown Ale - English,Georgia Brown,SweetWater Brewing Company,,,,,,,
Brown Ales,Brown Ale - English,Sticky Toffee Pudding,Eagle Brewery,,,,,,,
Brown Ales,Brown Ale - English,Harvest,Long Trail Brewing Co.,,,,,,,
Brown Ales,Brown Ale - English,Boffo Brown Ale,Dark Horse Brewing Company,,,,,,,
Brown Ales,Brown Ale - English,Oatmeal Raisin Cookie Brown Ale,Cigar City Brewing,,,,,,,
Brown Ales,Brown Ale - English,Rugged Trail Nut Brown Ale,Tröegs Brewing Company,,,,,,,
Brown Ales,Brown Ale - English,Brown Ale,Legend Brewing Co.,,,,,,,
Brown Ales,Brown Ale - English,Brewhouse Brown Ale,Real Ale Brewing Company,,,,,,,
Brown Ales,Brown Ale - English,The Brown Note,Against The Grain Brewery & Smokehouse,,,,,,,
Brown Ales,Brown Ale - English,Nut Brown Ale,Ithaca Beer Company,,,,,,,
Brown Ales,Brown Ale - English,Pig's Ear Brown Ale,Woodstock Inn Brewery,,,,,,,
Brown Ales,Brown Ale - English,Bar Harbor Real Ale,Atlantic Brewing Company / Mainely Meat BBQ,,,,,,,
Brown Ales,Brown Ale - English,Nut Brown Ale,Peak Organic Brewing Company,,,,,,,
Brown Ales,Brown Ale - English,Bad Penny,Big Boss Brewing,,,,,,,
Brown Ales,Brown Ale - English,Euforia,DuClaw Brewing Company,,,,,,,
Brown Ales,Brown Ale - English,Brown Ale,Upslope Brewing Company - Lee Hill,,,,,,,
Brown Ales,Brown Ale - English,Brunette Nut Brown Ale,Nebraska Brewing Company Production Brewery & Tap Room,,,,,,,
Brown Ales,Brown Ale - English,Nut Brown Ale,Santa Fe Brewing Company,,,,,,,
Brown Ales,Brown Ale - English,Brown Eyed Squirrel,RJ Rockers Brewing Company,,,,,,,
Brown Ales,Brown Ale - English,Buster Nut Brown Ale,Ska Brewing Co.,,,,,,,
Brown Ales,Brown Ale - English,Pullman Nut Brown,Flossmoor Station Restaurant & Brewery,,,,,,,
Brown Ales,Brown Ale - English,Nut Brown Ale,Arcadia Brewing Company,,,,,,,
Brown Ales,Brown Ale - English,Thunder Hole Ale,Atlantic Brewing Company,,,,,,,
Brown Ales,Brown Ale - English,Traditional Ale,Big Rock Brewery,,,,,,,
Brown Ales,Brown Ale - English,Ring Neck Braun Ale,Brau Brothers Brewing Co. LLC,,,,,,,
Brown Ales,Brown Ale - English,Brewer's Brown Ale,Shipyard Brewing Company,,,,,,,
Brown Ales,Brown Ale - English,Geary's Autumn Ale,D.L. Geary Brewing Company,,,,,,,
Brown Ales,Brown Ale - English,Pub Brown Ale,Sprecher Brewing Company,,,,,,,
Brown Ales,Brown Ale - English,Third Stone Brown,Empyrean Brewing Company,,,,,,,
Brown Ales,Brown Ale - English,Warm Welcome Nut Browned Ale,Ridgeway Brewing,,,,,,,
Brown Ales,Brown Ale - English,Brown Ale,Nøgne Ø,,,,,,,
Brown Ales,Brown Ale - English,Best Brown Ale,Gritty McDuff's Brewing Company,,,,,,,
Brown Ales,Brown Ale - English,Dirty Helen Brown Ale,Barley Island Brewing Company,,,,,,,
Brown Ales,Brown Ale - English,Angry Boy Brown Ale,Baird Brewing Company / Fishmarket Taproom,,,,,,,
Brown Ales,Mild Ale - English Dark,Brawler Champion Ale,Yards Brewing Co.,,,,,,,
Brown Ales,Mild Ale - English Dark,Mild Winter,Goose Island Beer Co.,,,,,,,
Brown Ales,Mild Ale - English Dark,Samuel Adams Ruby Mild,Boston Beer Company (Samuel Adams),,,,,,,
Brown Ales,Mild Ale - English Dark,Guinness Generous Ale,Guinness Ltd.,,,,,,,
Brown Ales,Mild Ale - English Dark,Black Cat,Moorhouse's Brewery (Burnley) Ltd,,,,,,,
Brown Ales,Mild Ale - English Dark,Hockley Dark,Hockley Valley Brewing Co.,,,,,,,
Brown Ales,Mild Ale - English Dark,Dark Ale,Coopers Brewery Limited,,,,,,,
Brown Ales,Mild Ale - English Dark,10w30,Neustadt Springs Brewery,,,,,,,
Brown Ales,Mild Ale - English Dark,Cains Dark Mild,Robert Cain & Company Limited,,,,,,,
Dark Ales,Dubbel,Rouge (Red),Bières de Chimay,,,,,,,
Dark Ales,Dubbel,Dubbel Ale,Allagash Brewing Company,,,,,,,
Dark Ales,Dubbel,Pater 6,Brouwerij St. Bernardus NV,,,,,,,
Dark Ales,Dubbel,Hell Hath No Fury Ale,Bell's Brewery - Eccentric Café & General Store,,,,,,,
Dark Ales,Dubbel,Corsendonk Pater / Abbey Brown Ale,Brouwerij Corsendonk,,,,,,,
Dark Ales,Dubbel,Grimbergen Dubbel,Brouwerij Alken-Maes,,,,,,,
Dark Ales,Dubbel,Abbey Dubbel,Flying Fish Brewing Company,,,,,,,
Dark Ales,Dubbel,Affligem Dubbel,Brouwerij De Smedt / Brouwerij Affligem,,,,,,,
Dark Ales,Dubbel,Resurrection,The Brewer's Art,,,,,,,
Dark Ales,Dubbel,Petrus Dubbel Bruin Ale,De Brabandere,,,,,,,
Dark Ales,Dubbel,Benno,Stift Engelszell,,,,,,,
Dark Ales,Dubbel,Jovial,Tröegs Brewing Company,,,,,,,
Dark Ales,Dubbel,St. Sebastiaan Dark,Brouwerij Sterkens N.V.,,,,,,,
Dark Ales,Scottish Ale,Robert The Bruce,3 Floyds Brewing Co.,,,,,,,
Dark Ales,Scottish Ale,Scottish Ale,Belhaven Brewery Company Ltd.,,,,,,,
Dark Ales,Scottish Ale,90 Shilling,Odell Brewing Company,,,,,,,
Dark Ales,Scottish Ale,Original Oak Aged Beer,Innis & Gunn,,,,,,,
Dark Ales,Scottish Ale,Winter Ale,Brooklyn Brewery,,,,,,,
Dark Ales,Scottish Ale,Kilt Lifter Scottish Style Ale,Four Peaks Brewing Company - 8th Street Brewery,,,,,,,
Dark Ales,Scottish Ale,Railbender Ale,Erie Brewing Co.,,,,,,,
Dark Ales,Scottish Ale,Hibernator,Long Trail Brewing Co.,,,,,,,
Dark Ales,Scottish Ale,Wee Mac,Sun King Brewing Company,,,,,,,
Dark Ales,Scottish Ale,Dark Island,Orkney Brewery,,,,,,,
Dark Ales,Scottish Ale,Piper Down,Ballast Point Brewing Company,,,,,,,
Dark Ales,Scottish Ale,St. Andrew's Ale,Belhaven Brewery Company Ltd.,,,,,,,
Dark Ales,Scottish Ale,Jolly Scot Scottish Ale,Appalachian Brewing Company,,,,,,,
Dark Ales,Scottish Ale,Laughing Lab Scottish-Style Ale,Bristol Brewing Company,,,,,,,
Dark Ales,Scottish Ale,Red MacGregor,Orkney Brewery,,,,,,,
Dark Ales,Scottish Ale,Burning Skye Scottish Style Ale,Empyrean Brewing Company,,,,,,,
Dark Ales,Scottish Ale,Blackfriar,"Inveralmond Brewery Ltd., The",,,,,,,
Dark Ales,Scottish Ale,Scottish Ale,Atlantic Brewing Company / Mainely Meat BBQ,,,,,,,
Dark Ales,Scottish Ale,Caledonian 80/-,The Caledonian Brewing Company,,,,,,,
Dark Ales,Scottish Ale,Lia Fail,"Inveralmond Brewery Ltd., The",,,,,,,
Dark Ales,Scottish Ale,Scottish Ale,Gritty McDuff's Brewing Company,,,,,,,
Dark Ales,Scottish Ale,Black Douglas Ale,Broughton Ales Ltd,,,,,,,
Dark Ales,Winter Warmer,Samuel Adams Old Fezziwig Ale,Boston Beer Company (Samuel Adams),,,,,,,
Dark Ales,Winter Warmer,Winter Welcome Ale,Samuel Smith Old Brewery (Tadcaster),,,,,,,
Dark Ales,Winter Warmer,Winter Solstice Seasonal Ale,Anderson Valley Brewing Company,,,,,,,
Dark Ales,Winter Warmer,Old Man Winter,Southern Tier Brewing Company,,,,,,,
Dark Ales,Winter Warmer,Winter Warmer,Harpoon Brewery & Beer Hall,,,,,,,
Dark Ales,Winter Warmer,Christmas Ale,Breckenridge Brewery,,,,,,,
Dark Ales,Winter Warmer,Winterhook,Redhook Brewlab,,,,,,,
Dark Ales,Winter Warmer,Snow Cap,"Pyramid Breweries, Inc.",,,,,,,
Dark Ales,Winter Warmer,Full Sail Wassail,Full Sail Brewing Company,,,,,,,
Dark Ales,Winter Warmer,K-9 Winter Ale,Flying Dog Brewery,,,,,,,
Dark Ales,Winter Warmer,Odell Isolation Ale,Odell Brewing Company,,,,,,,
Dark Ales,Winter Warmer,Cold Mountain,Highland Brewing,,,,,,,
Dark Ales,Winter Warmer,Winter Ale,Summit Brewing Company,,,,,,,
Dark Ales,Winter Warmer,Prelude,Shipyard Brewing Company,,,,,,,
Dark Ales,Winter Warmer,Never Summer Ale,Boulder Beer / Wilderness Pub,,,,,,,
Dark Ales,Winter Warmer,Powder Hound Winter Ale,Big Sky Brewing Company,,,,,,,
Dark Ales,Winter Warmer,Winterbraun,Lost Coast Brewery and Cafe,,,,,,,
Dark Ales,Winter Warmer,Christmas Ale,Sly Fox Brewing Company,,,,,,,
Dark Ales,Winter Warmer,Bah Humbug! Christmas Cheer! Ale,Wychwood Brewery Company Ltd,,,,,,,
Dark Ales,Winter Warmer,Cabin Fever Ale,Berkshire Brewing Company Inc.,,,,,,,
Dark Ales,Winter Warmer,Lions Winter Ale,Granville Island Brewery,,,,,,,
Dark Ales,Winter Warmer,Winter Ale,St. Peter's Brewery Co Ltd,,,,,,,
Dark Ales,Winter Warmer,Young's Winter Warmer,Eagle Brewery,,,,,,,
Dark Ales,Winter Warmer,The First Snow Ale,RJ Rockers Brewing Company,,,,,,,
Dark Ales,Winter Warmer,Dundee Festive Ale,Genesee Brewing Co. / Dundee Brewing Co.,,,,,,,
Dark Lagers,Lager - American Amber / Red,Traditional Lager,Yuengling Brewery,,,,,,,
Dark Lagers,Lager - American Amber / Red,Lager,Brooklyn Brewery,,,,,,,
Dark Lagers,Lager - American Amber / Red,George Killian's Irish Red,Coors Brewing Company (Molson-Coors),,,,,,,
Dark Lagers,Lager - American Amber / Red,Toasted Lager,Blue Point Brewing Company,,,,,,,
Dark Lagers,Lager - American Amber / Red,Amber,Abita Brewing Co.,,,,,,,
Dark Lagers,Lager - American Amber / Red,Original Honey Brown Extra Rich Lager (Beer Brewed With Honey),Genesee Brewing Co. / Dundee Brewing Co.,,,,,,,
Dark Lagers,Lager - American Amber / Red,Riverwest Stein Beer,"Lakefront Brewery, Inc.",,,,,,,
Dark Lagers,Lager - American Amber / Red,Vinyl,Magic Hat Brewing Company,,,,,,,
Dark Lagers,Lager - American Amber / Red,Barking Squirrel Lager,Hop City Brewing Co.,,,,,,,
Dark Lagers,Lager - American Amber / Red,Redbridge,Anheuser-Busch,,,,,,,
Dark Lagers,Lager - American Amber / Red,ZiegenBock Amber,Anheuser-Busch,,,,,,,
Dark Lagers,Lager - American Amber / Red,Coney Island Lager,Coney Island Brewing Company,,,,,,,
Dark Lagers,Lager - American Amber / Red,Grain Belt Nordeast,August Schell Brewing Company,,,,,,,
Dark Lagers,Lager - American Amber / Red,Wisconsin Amber,Capital Brewery,,,,,,,
Dark Lagers,Lager - American Amber / Red,Rickard's Red,Molson Coors Canada,,,,,,,
Dark Lagers,Lager - American Amber / Red,Creemore Springs Premium Lager,Creemore Springs Brewery Limited,,,,,,,
Dark Lagers,Lager - American Amber / Red,Red Oak,Red Oak Brewery,,,,,,,
Dark Lagers,Lager - American Amber / Red,Texas Red Amber Lager,Rahr & Sons Brewing Company,,,,,,,
Dark Lagers,Lager - American Amber / Red,Point Classic Amber,Stevens Point Brewery,,,,,,,
Dark Lagers,Lager - American Amber / Red,Sleeman Honey Brown Lager,Sleeman Breweries Ltd.,,,,,,,
Dark Lagers,Lager - American Amber / Red,Winter Skål,Capital Brewery,,,,,,,
Dark Lagers,Lager - American Amber / Red,Schell's Dark,August Schell Brewing Company,,,,,,,
Dark Lagers,Lager - American Amber / Red,Starr Hill Jomo Lager,Starr Hill Brewery,,,,,,,
Dark Lagers,Lager - American Amber / Red,Michelob Honey Lager,Anheuser-Busch,,,,,,,
Dark Lagers,Lager - American Amber / Red,Yard Sale Winter Lager,Uinta Brewing Company,,,,,,,
Dark Lagers,Lager - American Amber / Red,Ornery Amber,Tommyknocker Brewery,,,,,,,
Dark Lagers,Lager - American Amber / Red,Budweiser Freedom Reserve Red Lager,Anheuser-Busch,,,,,,,
Dark Lagers,Lager - American Amber / Red,Pre-Prohibition Style Lager,Lucky Bucket Brewing Co.,,,,,,,
Dark Lagers,Lager - American Amber / Red,Trader José Dark Lager,Trader Joe's Brewing Company,,,,,,,
Dark Lagers,Lager - American Amber / Red,Session Fest,Full Sail Brewing Company,,,,,,,
Dark Lagers,Lager - American Amber / Red,LTD Series - 05,Full Sail Brewing Company,,,,,,,
Dark Lagers,Lager - American Amber / Red,Budweiser 1933 Repeal Reserve Amber Lager,Anheuser-Busch,,,,,,,
Dark Lagers,Lager - European Dark,1554,New Belgium Brewing Company,,,,,,,
Dark Lagers,Lager - European Dark,Guinness Black Lager,Guinness Ltd.,,,,,,,
Dark Lagers,Lager - European Dark,Creamy Dark,Jacob Leinenkugel Brewing Company,,,,,,,
Dark Lagers,Lager - European Dark,Heineken Dark Lager,Heineken Nederland B.V.,,,,,,,
Dark Lagers,Lager - European Dark,Baltika #4 Original (Dark),Baltika Breweries,,,,,,,
Dark Lagers,Lager - European Dark,St. Pauli Girl Special Dark,St. Pauli Brauerei C.L. Wilh. Brandt Gmbh & Co.,,,,,,,
Dark Lagers,Lager - European Dark,Fischer Tradition Amber,Brasserie Fischer / Fischer Biere d' Alsace,,,,,,,
Dark Lagers,Lager - European Dark,Death & Taxes,Moonlight Brewing Company,,,,,,,
Dark Lagers,Lager - European Dark,San Miguel Dark Lager,San Miguel Brewery Inc.,,,,,,,
Dark Lagers,Lager - European Dark,Budweiser Budvar Czech Dark Lager,"Budějovický Budvar, n.p.",,,,,,,
Dark Lagers,Lager - European Dark,Dark Lager,Waterloo Brewing,,,,,,,
Dark Lagers,Lager - European Dark,Efes Dark,Anadolu Efes Brewery,,,,,,,
Dark Lagers,Lager - European Dark,Beerlao Dark,Lao Brewery Co.,,,,,,,
Dark Lagers,Lager - European Dark,Alhambra Negra,"Grupo Cervezas Alhambra, SL",,,,,,,
Dark Lagers,Lager - European Dark,Herold Bohemian Black Lager,Pivovar Herold Březnice A.s.,,,,,,,
Dark Lagers,Lager - Märzen,Samuel Adams Octoberfest,Boston Beer Company (Samuel Adams),,,,,,,
Dark Lagers,Lager - Märzen,Ayinger Oktober Fest-Märzen,Ayinger Privatbrauerei,,,,,,,
Dark Lagers,Lager - Märzen,Oktoberfest Märzen,Paulaner Brauerei,,,,,,,
Dark Lagers,Lager - Märzen,Spaten Oktoberfestbier,Spaten-Franziskaner-Bräu,,,,,,,
Dark Lagers,Lager - Märzen,Oktoberfest,Great Lakes Brewing Co.,,,,,,,
Dark Lagers,Lager - Märzen,Festbier,Victory Brewing Company - Downingtown,,,,,,,
Dark Lagers,Lager - Märzen,Oktoberfest Märzen,Hacker-Pschorr Bräu GmbH,,,,,,,
Dark Lagers,Lager - Märzen,Oktoberfest,Brooklyn Brewery,,,,,,,
Dark Lagers,Lager - Märzen,Oktoberfest,Jacob Leinenkugel Brewing Company,,,,,,,
Dark Lagers,Lager - Märzen,Oktoberfest,Left Hand Brewing Company,,,,,,,
Dark Lagers,Lager - Märzen,Octoberfest Beer,Bell's Brewery - Eccentric Café & General Store,,,,,,,
Dark Lagers,Lager - Märzen,Octoberfest Beer,Harpoon Brewery & Beer Hall,,,,,,,
Dark Lagers,Lager - Märzen,Shiner Märzen-Style Oktoberfest,Spoetzl Brewery,,,,,,,
Dark Lagers,Lager - Märzen,Staghorn Octoberfest,New Glarus Brewing Company,,,,,,,
Dark Lagers,Lager - Märzen,Hoss Oktoberfest Lager,Great Divide Brewing Company,,,,,,,
Dark Lagers,Lager - Märzen,Dogtoberfest,Flying Dog Brewery,,,,,,,
Dark Lagers,Lager - Märzen,Oktoberfest,Yuengling Brewery,,,,,,,
Dark Lagers,Lager - Märzen,Goose Fest Bier,Goose Island Beer Co.,,,,,,,
Dark Lagers,Lager - Märzen,Munsterfest,3 Floyds Brewing Co.,,,,,,,
Dark Lagers,Lager - Märzen,Oaktoberfest,Firestone Walker Brewing Co.,,,,,,,
Dark Lagers,Lager - Märzen,Beck's Oktoberfest,Brauerei Beck & Co.,,,,,,,
Dark Lagers,Lager - Märzen,Märzen,Gordon Biersch Brewery Restaurant,,,,,,,
Dark Lagers,Lager - Märzen,Warsteiner Premium Oktoberfest,Warsteiner Brauerei,,,,,,,
Dark Lagers,Lager - Märzen,Bob's '47 Oktoberfest,Boulevard Brewing Co.,,,,,,,
Dark Lagers,Lager - Märzen,Oktoberfest,Summit Brewing Company,,,,,,,
Dark Lagers,Lager - Märzen,Dead Ringer,Ballast Point Brewing Company,,,,,,,
Dark Lagers,Lager - Märzen,Copper Legend Octoberfest,Jack's Abby Brewing,,,,,,,
Dark Lagers,Lager - Märzen,Atom Smasher,Two Brothers Brewing Company,,,,,,,
Dark Lagers,Lager - Märzen,Oktoberfest,Saint Arnold Brewing Company,,,,,,,
Dark Lagers,Lager - Märzen,Oktoberfest,The Schlafly Tap Room,,,,,,,
Dark Lagers,Lager - Märzen,Saranac Our Octoberfest German Style Lager,Matt Brewing Company / Saranac Brewery,,,,,,,
Dark Lagers,Lager - Märzen,Oktoberfest,Revolution Brewing,,,,,,,
Dark Lagers,Lager - Märzen,Oktoberfest,Blue Point Brewing Company,,,,,,,
Dark Lagers,Lager - Märzen,OktoberFish,Flying Fish Brewing Company,,,,,,,
Dark Lagers,Lager - Märzen,Life On Märzen,Berkshire Brewing Company Inc.,,,,,,,
Dark Lagers,Lager - Märzen,Fest Märzen Lager,Narragansett Brewing Co.,,,,,,,
Dark Lagers,Lager - Märzen,Oktoberfest,Sly Fox Brewing Company,,,,,,,
Dark Lagers,Lager - Märzen,Schell's Oktoberfest,August Schell Brewing Company,,,,,,,
Dark Lagers,Lager - Märzen,Oktoberfest,Capital Brewery,,,,,,,
Dark Lagers,Lager - Märzen,Oktoberfest Lager Beer,"Lakefront Brewery, Inc.",,,,,,,
Dark Lagers,Lager - Märzen,Clawhammer,Highland Brewing,,,,,,,
Dark Lagers,Lager - Märzen,Barktoberfest,Thirsty Dog Brewing Company,,,,,,,
Dark Lagers,Lager - Märzen,Oktoberfest,Sprecher Brewing Company,,,,,,,
Dark Lagers,Lager - Märzen,Dundee Oktoberfest,Genesee Brewing Co. / Dundee Brewing Co.,,,,,,,
Dark Lagers,Lager - Märzen,Tuberfest,Lagunitas Brewing Company,,,,,,,
Dark Lagers,Lager - Märzen,Penn Oktoberfest,Pennsylvania Brewing Company,,,,,,,
Dark Lagers,Lager - Märzen,Oktoberfest Märzen Style Lager,Thomas Hooker Brewing Company,,,,,,,
Dark Lagers,Lager - Märzen,Mad Bishop,DuClaw Brewing Company,,,,,,,
Dark Lagers,Lager - Märzen,Point Oktoberfest,Stevens Point Brewery,,,,,,,
Dark Lagers,Lager - Märzen,Dominion Octoberfest!,Fordham & Dominion Brewing Company,,,,,,,
Dark Lagers,Lager - Märzen,Noble Chaos,Short's Brewing Company,,,,,,,
Dark Lagers,Lager - Märzen,Märzen,The Duck-Rabbit Craft Brewery,,,,,,,
Dark Lagers,Lager - Märzen,Oktoberfest,Odell Brewing Company,,,,,,,
Dark Lagers,Lager - Märzen,Octoberfest Lager,Central Waters Brewing Co.,,,,,,,
Dark Lagers,Lager - Märzen,Oktoberfest,von Trapp Brewing,,,,,,,
Dark Lagers,Lager - Märzen,Oktoberfest Beer,Lancaster Brewing Company,,,,,,,
Dark Lagers,Lager - Märzen,Josephs Brau Oktoberfest,Trader Joe's Brewing Company,,,,,,,
Dark Lagers,Lager - Märzen,Weltenburger Kloster Anno 1050,Klosterbrauerei Weltenburg,,,,,,,
Dark Lagers,Lager - Märzen,Blöktoberfest,Atwater Brewery,,,,,,,
Dark Lagers,Lager - Märzen,Oktoberfest,Upland Brewing Company,,,,,,,
Dark Lagers,Lager - Märzen,Löwenbräu Oktoberfestbier,Löwenbräu AG,,,,,,,
Dark Lagers,Lager - Munich Dunkel,Negra Modelo,Grupo Modelo S.A. de C.V.,,,,,,,
Dark Lagers,Lager - Munich Dunkel,Warsteiner Premium Dunkel,Warsteiner Brauerei,,,,,,,
Dark Lagers,Lager - Munich Dunkel,Hofbräu Dunkel,Hofbräuhaus München,,,,,,,
Dark Lagers,Lager - Munich Dunkel,Ayinger Altbairisch Dunkel,Ayinger Privatbrauerei,,,,,,,
Dark Lagers,Lager - Munich Dunkel,Blackened Voodoo,Faubourg Brewing Company,,,,,,,
Dark Lagers,Lager - Munich Dunkel,Beck's Dark,Brauerei Beck & Co.,,,,,,,
Dark Lagers,Lager - Munich Dunkel,Harpoon Dark,Harpoon Brewery & Beer Hall,,,,,,,
Dark Lagers,Lager - Munich Dunkel,Spaten Dunkel,Spaten-Franziskaner-Bräu,,,,,,,
Dark Lagers,Lager - Munich Dunkel,Eastside Dark,"Lakefront Brewery, Inc.",,,,,,,
Dark Lagers,Lager - Munich Dunkel,Penn Dark,Pennsylvania Brewing Company,,,,,,,
Dark Lagers,Lager - Munich Dunkel,Dark Cloud,Mother Earth Brewing,,,,,,,
Dark Lagers,Lager - Munich Dunkel,Dunkel,von Trapp Brewing,,,,,,,
Dark Lagers,Lager - Munich Dunkel,Weltenburger Kloster Barock Dunkel,Klosterbrauerei Weltenburg,,,,,,,
Dark Lagers,Lager - Munich Dunkel,Kozel Černý (Dark),Pivovar Velké Popovice a.s.,,,,,,,
Dark Lagers,Lager - Munich Dunkel,Asahi Black (Kuronama),Asahi Breweries Ltd,,,,,,,
Dark Lagers,Lager - Munich Dunkel,Flensburger Dunkel,Flensburger Brauerei,,,,,,,
Dark Lagers,Lager - Munich Dunkel,Pious Monk Dunkel,Church Brew Works,,,,,,,
Dark Lagers,Lager - Munich Dunkel,Garten Bräu Munich Dark,Capital Brewery,,,,,,,
Dark Lagers,Lager - Munich Dunkel,Barbarossa Double Dark Lager,Christian Moerlein Brewing Company,,,,,,,
Dark Lagers,Lager - Munich Dunkel,Ettaler Kloster Dunkel,Klosterbrauerei Ettal,,,,,,,
Dark Lagers,Lager - Munich Dunkel,Holzar-Bier,Der HirschBrau/Privatbrauerei Höss,,,,,,,
Dark Lagers,Lager - Munich Dunkel,Dunkel Lager,Sly Fox Brewing Company,,,,,,,
Dark Lagers,Lager - Munich Dunkel,Winter Lager,Sprecher Brewing Company,,,,,,,
Dark Lagers,Lager - Munich Dunkel,Saranac Lake Effect Lager,Matt Brewing Company / Saranac Brewery,,,,,,,
Dark Lagers,Lager - Rauchbier,Aecht Schlenkerla Rauchbier Märzen,Brauerei Heller-Trum / Schlenkerla,,,,,,,
Dark Lagers,Lager - Rauchbier,Aecht Schlenkerla Rauchbier Urbock,Brauerei Heller-Trum / Schlenkerla,,,,,,,
Dark Lagers,Lager - Rauchbier,Smoke & Dagger,Jack's Abby Brewing,,,,,,,
Dark Lagers,Lager - Rauchbier,Aecht Schlenkerla Rauchbier Weizen,Brauerei Heller-Trum / Schlenkerla,,,,,,,
Dark Lagers,Lager - Rauchbier,Aecht Schlenkerla Fastenbier (Lentbeer),Brauerei Heller-Trum / Schlenkerla,,,,,,,
Dark Lagers,Lager - Rauchbier,Lager,Brauerei Spezial,,,,,,,
Dark Lagers,Lager - Rauchbier,Rauch Ür Bock,Caldera Brewing Company,,,,,,,
Dark Lagers,Lager - Rauchbier,Eisenbahn Rauchbier,Cervejaria Sudbrack Ltda,,,,,,,
Dark Lagers,Lager - Schwarzbier,Samuel Adams Black Lager,Boston Beer Company (Samuel Adams),,,,,,,
Dark Lagers,Lager - Schwarzbier,Schwarzbier,Köstritzer Schwarzbierbrauerei GmbH & Co.,,,,,,,
Dark Lagers,Lager - Schwarzbier,Shiner Bohemian Black Lager,Spoetzl Brewery,,,,,,,
Dark Lagers,Lager - Schwarzbier,Xingu Black Beer,Cervejaria Kaiser,,,,,,,
Dark Lagers,Lager - Schwarzbier,Baba Black Lager,Uinta Brewing Company,,,,,,,
Dark Lagers,Lager - Schwarzbier,Saranac Black Forest Black Beer,Matt Brewing Company / Saranac Brewery,,,,,,,
Dark Lagers,Lager - Schwarzbier,Howl,Magic Hat Brewing Company,,,,,,,
Dark Lagers,Lager - Schwarzbier,Black Bavarian,Sprecher Brewing Company,,,,,,,
Dark Lagers,Lager - Schwarzbier,Session Black Lager,Full Sail Brewing Company,,,,,,,
Dark Lagers,Lager - Schwarzbier,Mönchshof Schwarzbier,Kulmbacher Brauerei AG,,,,,,,
Dark Lagers,Lager - Schwarzbier,KCCO Black Lager,Resignation Brewery,,,,,,,
Dark Lagers,Lager - Schwarzbier,Rogue Farms Dirtoir Black Lager,Rogue Ales,,,,,,,
