Beer Style,Beer Substyle,Beer Name,Brewery,,,,,,,
Pale Ales,Farmhouse Ale - Bière de Garde,"Fuego Del Otono, Autumn Fire",Jolly Pumpkin Artisan Ales,,,,,,,
Pale Ales,Farmhouse Ale - Bière de Garde,Bière De Mars,Jolly Pumpkin Artisan Ales,,,,,,,
Pale Ales,Farmhouse Ale - Bière de Garde,Biere De Norma,Hill Farmstead Brewery,,,,,,,
Pale Ales,Farmhouse Ale - Bière de Garde,3 MONTS (Originale),Brasserie 3 MONTS,,,,,,,
Pale Ales,Farmhouse Ale - Bière de Garde,Cuvée Des Jonquilles,Brasserie Au Baron,,,,,,,
Pale Ales,Farmhouse Ale - Saison,Tank 7,Boulevard Brewing Co.,,,,,,,
Pale Ales,Farmhouse Ale - Saison,Sofie,Goose Island Beer Co.,,,,,,,
Pale Ales,Farmhouse Ale - Saison,Saison Dupont,Brasserie Dupont sprl,,,,,,,
Pale Ales,Farmhouse Ale - Saison,Saison-Brett,Boulevard Brewing Co.,,,,,,,
Pale Ales,Farmhouse Ale - Saison,Sorachi Ace,Brooklyn Brewery,,,,,,,
Pale Ales,Farmhouse Ale - Saison,Arthur,Hill Farmstead Brewery,,,,,,,
Pale Ales,Farmhouse Ale - Saison,Fantôme Saison,Brasserie Fantôme,,,,,,,
Pale Ales,Farmhouse Ale - Saison,Saison Rue,Bruery Terreux,,,,,,,
Pale Ales,Farmhouse Ale - Saison,Anna,Hill Farmstead Brewery,,,,,,,
Pale Ales,Farmhouse Ale - Saison,Colette,Great Divide Brewing Company,,,,,,,
Pale Ales,Farmhouse Ale - Saison,Seizoen Bretta,Logsdon Farmhouse Ales,,,,,,,
Pale Ales,Farmhouse Ale - Saison,Avec Les Bons Voeux,Brasserie Dupont sprl,,,,,,,
Pale Ales,Farmhouse Ale - Saison,Peche 'n Brett,Logsdon Farmhouse Ales,,,,,,,
Pale Ales,Farmhouse Ale - Saison,Bam Bière,Jolly Pumpkin Artisan Ales,,,,,,,
Pale Ales,Farmhouse Ale - Saison,Prairie Standard,Prairie Artisan Ales,,,,,,,
Pale Ales,Farmhouse Ale - Saison,Opal,Firestone Walker Brewing Co.,,,,,,,
Pale Ales,Farmhouse Ale - Saison,Le Merle,North Coast Brewing Co.,,,,,,,
Pale Ales,Farmhouse Ale - Saison,Surette Provision Saison,Crooked Stave Artisan Beer Project,,,,,,,
Pale Ales,Farmhouse Ale - Saison,Brother Soigné,Grassroots Brewing,,,,,,,
Pale Ales,Farmhouse Ale - Saison,Saison,Stone Brewing,,,,,,,
Pale Ales,Farmhouse Ale - Saison,Cellar Door,Stillwater Artisanal Ales,,,,,,,
Pale Ales,Farmhouse Ale - Saison,Saison,Allagash Brewing Company,,,,,,,
Pale Ales,Farmhouse Ale - Saison,West Ashley,Sante Adairius Rustic Ales,,,,,,,
Pale Ales,Farmhouse Ale - Saison,Prairie Hop,Prairie Artisan Ales,,,,,,,
Pale Ales,Farmhouse Ale - Saison,Florence,Hill Farmstead Brewery,,,,,,,
Pale Ales,Farmhouse Ale - Saison,Helios (V Saison),Victory Brewing Company - Downingtown,,,,,,,
Pale Ales,Farmhouse Ale - Saison,Saison Bernice,Sante Adairius Rustic Ales,,,,,,,
Pale Ales,Farmhouse Ale - Saison,Apex Predator,Off Color Brewing,,,,,,,
Pale Ales,Farmhouse Ale - Saison,Halia,Goose Island Beer Co.,,,,,,,
Pale Ales,Farmhouse Ale - Saison,Red Barn Ale,The Lost Abbey,,,,,,,
Pale Ales,Farmhouse Ale - Saison,Vieille Artisanal Saison,Crooked Stave Artisan Beer Project,,,,,,,
Pale Ales,Farmhouse Ale - Saison,Prairie Ale,Prairie Artisan Ales,,,,,,,
Pale Ales,Farmhouse Ale - Saison,Stateside Saison,Stillwater Artisanal Ales,,,,,,,
Pale Ales,Farmhouse Ale - Saison,St. Feuillien Saison,Brasserie St. Feuillien,,,,,,,
Pale Ales,Farmhouse Ale - Saison,Carnevale,The Lost Abbey,,,,,,,
Pale Ales,Farmhouse Ale - Saison,La Vermontoise,Brasserie de Blaugies,,,,,,,
Pale Ales,Farmhouse Ale - Saison,'Merica,Prairie Artisan Ales,,,,,,,
Pale Ales,Farmhouse Ale - Saison,Love Buzz Saison,Anchorage Brewing Company,,,,,,,
Pale Ales,Farmhouse Ale - Saison,Arctic Saison,Grassroots Brewing,,,,,,,
Pale Ales,Farmhouse Ale - Saison,Foret,Brasserie Dupont sprl,,,,,,,
Pale Ales,Farmhouse Ale - Saison,Das Wunderkind!,Jester King Brewery,,,,,,,
Pale Ales,Farmhouse Ale - Saison,Clara Grisette,Hill Farmstead Brewery,,,,,,,
Pale Ales,Farmhouse Ale - Saison,Gillian,Goose Island Beer Co.,,,,,,,
Pale Ales,Farmhouse Ale - Saison,Flora,Hill Farmstead Brewery,,,,,,,
Pale Ales,Farmhouse Ale - Saison,Convivial Suaréz,Grassroots Brewing,,,,,,,
Pale Ales,Farmhouse Ale - Saison,Dorothy (2015 - ),Hill Farmstead Brewery,,,,,,,
Pale Ales,Farmhouse Ale - Saison,Juicy,Hill Farmstead Brewery,,,,,,,
Pale Ales,Farmhouse Ale - Saison,Noble King,Jester King Brewery,,,,,,,
Pale Ales,Farmhouse Ale - Saison,Fantôme Saison D'Erezée - Hiver,Brasserie Fantôme,,,,,,,
Pale Ales,Farmhouse Ale - Saison,Baudelaire IO,Jolly Pumpkin Artisan Ales,,,,,,,
Pale Ales,Farmhouse Ale - Saison,Saison Du BUFF,Victory Brewing Company - Downingtown,,,,,,,
Pale Ales,Farmhouse Ale - Saison,Vera Mae,Hill Farmstead Brewery,,,,,,,
Pale Ales,Farmhouse Ale - Saison,Maggie's Farmhouse Ale - Peach,Terrapin Beer Company,,,,,,,
Pale Ales,Farmhouse Ale - Saison,Saison,Funkwerks,,,,,,,
Pale Ales,Farmhouse Ale - Saison,Saison Dupont Cuvée Dry Hopping,Brasserie Dupont sprl,,,,,,,
Pale Ales,Farmhouse Ale - Saison,Prairie Somewhere,Prairie Artisan Ales,,,,,,,
Pale Ales,Farmhouse Ale - Saison,Existent,Stillwater Artisanal Ales,,,,,,,
Pale Ales,Farmhouse Ale - Saison,Tropic King,Funkwerks,,,,,,,
Pale Ales,Farmhouse Ale - Saison,El Cedro,Jester King Brewery,,,,,,,
Pale Ales,Farmhouse Ale - Saison,Mad Meg,Jester King Brewery,,,,,,,
Pale Ales,Farmhouse Ale - Saison,Nordic Saison,Hill Farmstead Brewery,,,,,,,
Pale Ales,Farmhouse Ale - Saison,Ryan And The Beaster Bunny,Evil Twin Brewing,,,,,,,
Pale Ales,Farmhouse Ale - Saison,Fantôme Saison D'Erezée - Printemps,Brasserie Fantôme,,,,,,,
Pale Ales,Farmhouse Ale - Saison,XV (√225 Saison),BFM (Brasserie des Franches-Montagnes),,,,,,,
Pale Ales,Farmhouse Ale - Saison,E.,Hill Farmstead Brewery,,,,,,,
Pale Ales,Farmhouse Ale - Saison,Farmhouse Pale Ale,Oxbow Brewing Company,,,,,,,
Pale Ales,Farmhouse Ale - Saison,Glimmerglass,Brewery Ommegang,,,,,,,
Pale Ales,Farmhouse Ale - Saison,Prairie Eliza5beth,Prairie Artisan Ales,,,,,,,
Pale Ales,Farmhouse Ale - Saison,Weizen Bam Bière,Jolly Pumpkin Artisan Ales,,,,,,,
Pale Ales,Farmhouse Ale - Saison,Fantôme Pissenlit,Brasserie Fantôme,,,,,,,
Pale Ales,Farmhouse Ale - Saison,Art,Hill Farmstead Brewery,,,,,,,
Pale Ales,Farmhouse Ale - Saison,Monkey King,New Holland Brewing Company,,,,,,,
Pale Ales,Farmhouse Ale - Saison,Saison D'Erpe-Mere,KleinBrouwerij De Glazen Toren,,,,,,,
Pale Ales,Kölsch,Samuel Adams Escape Route,Boston Beer Company (Samuel Adams),,,,,,,
Pale Ales,Kölsch,Calumet Queen,3 Floyds Brewing Co.,,,,,,,
Pale Ales,Kölsch,Mangö,Clown Shoes,,,,,,,
Pale Ales,Kölsch,32°/50° Kölsch,COAST Brewing Company,,,,,,,
Pale Ales,Kölsch,Lancaster Kölsch,Lancaster Brewing Company,,,,,,,
Pale Ales,Pale Ale - American,Zombie Dust,3 Floyds Brewing Co.,,,,,,,
Pale Ales,Pale Ale - American,Dale's Pale Ale,Oskar Blues Grill & Brew,,,,,,,
Pale Ales,Pale Ale - American,Alpha King,3 Floyds Brewing Co.,,,,,,,
Pale Ales,Pale Ale - American,Pseudo Sue,Toppling Goliath Brewing Company,,,,,,,
Pale Ales,Pale Ale - American,Daisy Cutter,Half Acre Beer Company,,,,,,,
Pale Ales,Pale Ale - American,420 Extra Pale Ale,SweetWater Brewing Company,,,,,,,
Pale Ales,Pale Ale - American,Mirror Pond Pale Ale,Deschutes Brewery,,,,,,,
Pale Ales,Pale Ale - American,MO,Maine Beer Company,,,,,,,
Pale Ales,Pale Ale - American,Burning River,Great Lakes Brewing Co.,,,,,,,
Pale Ales,Pale Ale - American,Peeper,Maine Beer Company,,,,,,,
Pale Ales,Pale Ale - American,Edward,Hill Farmstead Brewery,,,,,,,
Pale Ales,Pale Ale - American,Born Yesterday,Lagunitas Brewing Company,,,,,,,
Pale Ales,Pale Ale - American,Moon Man No Coast Pale Ale,New Glarus Brewing Company,,,,,,,
Pale Ales,Pale Ale - American,Red Chair NWPA,Deschutes Brewery,,,,,,,
Pale Ales,Pale Ale - American,Headwaters Pale Ale,Victory Brewing Company - Downingtown,,,,,,,
Pale Ales,Pale Ale - American,Mosaic Promise,Founders Brewing Company,,,,,,,
Pale Ales,Pale Ale - American,Fort Point Pale Ale,Trillium Brewing Company,,,,,,,
Pale Ales,Pale Ale - American,Hazed Hoppy Session Ale,Boulder Beer / Wilderness Pub,,,,,,,
Pale Ales,Pale Ale - American,Pale 31 California Pale Ale,Firestone Walker Brewing Co.,,,,,,,
Pale Ales,Pale Ale - American,New DogTown Pale Ale,Lagunitas Brewing Company,,,,,,,
Pale Ales,Pale Ale - American,Smitten,Bell's Brewery - Eccentric Café & General Store,,,,,,,
Pale Ales,Pale Ale - American,Space Station Middle Finger,3 Floyds Brewing Co.,,,,,,,
Pale Ales,Pale Ale - American,Galaxy Dry Hopped Fort Point Pale Ale,Trillium Brewing Company,,,,,,,
Pale Ales,Pale Ale - American,Double Dry Hopped Fort Point Pale Ale,Trillium Brewing Company,,,,,,,
Pale Ales,Pale Ale - American,YumYum,3 Floyds Brewing Co.,,,,,,,
Pale Ales,Pale Ale - American,Invasion,Cigar City Brewing,,,,,,,
Pale Ales,Pale Ale - American,CitruSinensis,Lagunitas Brewing Company,,,,,,,
Pale Ales,Pale Ale - American,Citra Hopped Live Pale Ale,Southern Tier Brewing Company,,,,,,,
Pale Ales,Pale Ale - American,Fresh Hop Pale Ale,Great Divide Brewing Company,,,,,,,
Pale Ales,Pale Ale - American,Lizard King,Pipeworks Brewing Company,,,,,,,
Pale Ales,Pale Ale - American,American Beauty,Dogfish Head Craft Brewery,,,,,,,
Pale Ales,Pale Ale - American,Grunion Pale Ale,Ballast Point Brewing Company,,,,,,,
Pale Ales,Pale Ale - American,Hop Trip Harvest Ale (Fresh Hop Ale),Deschutes Brewery,,,,,,,
Pale Ales,Pale Ale - American,A Tiny Beautiful Something,Maine Beer Company,,,,,,,
Pale Ales,Pale Ale - American,Boat Beer,Carton Brewing Company,,,,,,,
Pale Ales,Pale Ale - American,Pseudo Sue - Double Dry-Hopped,Toppling Goliath Brewing Company,,,,,,,
Pale Ales,Pale Ale - American,Lights On,Tree House Brewing Company,,,,,,,
Pale Ales,Pale Ale - American,Row 2/Hill 56,Russian River Brewing Company,,,,,,,
Pale Ales,Pale Ale - American,Fort Point Pale Ale - Mosaic Dry Hopped,Trillium Brewing Company,,,,,,,
Pale Ales,Pale Ale - American,8-Bit Pale Ale,Tallgrass Brewing Co. Tap House,,,,,,,
Pale Ales,Pale Ale - American,Whirlpool,Night Shift Brewing,,,,,,,
Pale Ales,Pale Ale - American,St. Lupulin,Odell Brewing Company,,,,,,,
Pale Ales,Pale Ale - American,One Claw,Westbrook Brewing Co.,,,,,,,
Pale Ales,Pale Ale - American,Equinox Ale,Lagunitas Brewing Company,,,,,,,
Pale Ales,Pale Ale - American,12th Of Never Ale,Lagunitas Brewing Company,,,,,,,
Pale Ales,Pale Ale - American,Ten Hills Pale Ale,Goose Island Beer Co.,,,,,,,
Pale Ales,Pale Ale - American,Hopalicious,Ale Asylum,,,,,,,
Pale Ales,Pale Ale - American,Philadelphia Pale Ale,Yards Brewing Co.,,,,,,,
Pale Ales,Pale Ale - American,Ripper,Stone Brewing,,,,,,,
Pale Ales,Pale Ale - American,Citra Pale Ale,Hill Farmstead Brewery,,,,,,,
Pale Ales,Pale Ale - American,Guayabera Citra Pale Ale,Cigar City Brewing,,,,,,,
Pale Ales,Pale Ale - American,HopHands,Tired Hands Brewing Company,,,,,,,
Pale Ales,Pale Ale - American,Superfuzz Blood Orange Pale Ale,Elysian Brewing Company,,,,,,,
Pale Ales,Pale Ale - American,X,AleSmith Brewing Company,,,,,,,
Pale Ales,Pale Ale - American,Dry-Hopped American Pale Ale,The Schlafly Tap Room,,,,,,,
Pale Ales,Pale Ale - American,Drifter Pale Ale,Widmer Brothers Brewing Company,,,,,,,
Pale Ales,Pale Ale - American,Even Keel,Ballast Point Brewing Company,,,,,,,
Pale Ales,Pale Ale - American,What Is Enlightenment?,Hill Farmstead Brewery,,,,,,,
Pale Ales,Pale Ale - American,Osiris Pale Ale,Sun King Brewing Company,,,,,,,
Pale Ales,Pale Ale - American,The Public Ale,DC Brau Brewing Co.,,,,,,,
Pale Ales,Pale Ale - American,Citra Pale Ale,Odd Side Ales,,,,,,,
Pale Ales,Pale Ale - American,Light Speed,Toppling Goliath Brewing Company,,,,,,,
Pale Ales,Pale Ale - American,Alchemy Ale,Widmer Brothers Brewing Company,,,,,,,
Pale Ales,Pale Ale - American,SideKick Extra Pale Ale,Two Brothers Brewing Company,,,,,,,
Pale Ales,Pale Ale - American,Pennsylvania Tuxedo,Dogfish Head Craft Brewery,,,,,,,
Pale Ales,Pale Ale - American,Sidecar Orange Pale Ale,Sierra Nevada Brewing Co.,,,,,,,
Pale Ales,Pale Ale - American,Wyld Extra Pale Ale,Uinta Brewing Company,,,,,,,
Pale Ales,Pale Ale - American,The Bitter End Pale Ale,Two Brothers Brewing Company,,,,,,,
Pale Ales,Pale Ale - American,Sweetgrass American Pale Ale (APA),Grand Teton Brewing Co.,,,,,,,
Pale Ales,Pale Ale - American,30th Street Pale Ale,Green Flash Brewing Co.,,,,,,,
Pale Ales,Pale Ale - American,Fist City,Revolution Brewing,,,,,,,
Pale Ales,Pale Ale - American,Hipster Ale,Evil Twin Brewing,,,,,,,
Pale Ales,Pale Ale - American,Citra Extra Pale Ale,Knee Deep Brewing Company,,,,,,,
Pale Ales,Pale Ale - American,Day Tripper Pale Ale,Indeed Brewing Company - Minneapolis,,,,,,,
Pale Ales,Pale Ale - American,Otter Creek Overgrown,Otter Creek Brewing,,,,,,,
Pale Ales,Pale Ale - American,Pine Belt Pale Ale,Southern Star Brewing Company,,,,,,,
Pale Ales,Pale Ale - American,Pale Ale 2.0,Stone Brewing,,,,,,,
Pale Ales,Pale Ale - American,Armory XPA Experimental Pale Ale,Deschutes Brewery,,,,,,,
Pale Ales,Pale Ale - American,Xtra-Citra Pale Ale,Surly Brewing Company,,,,,,,
Pale Ales,Pale Ale - American,Oatsmobile Ale,Bell's Brewery - Eccentric Café & General Store,,,,,,,
Pale Ales,Pale Ale - Belgian,Orval Trappist Ale,Brasserie d'Orval S.A.,,,,,,,
Pale Ales,Pale Ale - Belgian,"Luciérnaga, The Firefly",Jolly Pumpkin Artisan Ales,,,,,,,
Pale Ales,Pale Ale - Belgian,A Little Crazy,Revolution Brewing,,,,,,,
Pale Ales,Pale Ale - Belgian,Hop House,Brewery Ommegang,,,,,,,
Pale Ales,Pale Ale - Belgian,Verboten,Weyerbacher Brewing Co.,,,,,,,
Pale Ales,Pale Ale - Belgian,Stone Soup,New Glarus Brewing Company,,,,,,,
Pale Ales,Pale Ale - Belgian,Taras Boulba,Brasserie de la Senne,,,,,,,
Pale Ales,Pale Ale - Belgian,Dorée (Gold),Bières de Chimay,,,,,,,
Pale Ales,Pale Ale - Belgian,Saint's Devotion,The Lost Abbey,,,,,,,
Pale Ales,Pale Ale - Belgian,Extra 4 Belgian Abbey Ale,Brouwerij St. Bernardus NV,,,,,,,
Pale Ales,Pale Ale - Belgian,Sixteen Counties,Allagash Brewing Company,,,,,,,
Pale Ales,Pale Ale - Belgian,Fatty Boombalatty,Furthermore Beer,,,,,,,
Pale Ales,Pale Ale - Belgian,Zinnebir,Brasserie de la Senne,,,,,,,
Pale Ales,Pale Ale - Belgian,It's Alright!,Mikkeller ApS,,,,,,,
Pale Ales,Pale Ale - English,Bitter & Twisted,Harviestoun Brewery Ltd.,,,,,,,
Pale Ales,Red Ale - American Amber / Red,Hopback Amber Ale,Tröegs Brewing Company,,,,,,,
Pale Ales,Red Ale - American Amber / Red,Flipside Red IPA,Sierra Nevada Brewing Co.,,,,,,,
Pale Ales,Red Ale - American Amber / Red,Zoe,Maine Beer Company,,,,,,,
Pale Ales,Red Ale - American Amber / Red,Tocobaga Red Ale,Cigar City Brewing,,,,,,,
Pale Ales,Red Ale - American Amber / Red,CascaZilla,Ithaca Beer Company,,,,,,,
Pale Ales,Red Ale - American Amber / Red,Pataskala Red X IPA,Stone Brewing,,,,,,,
Pale Ales,Red Ale - American Amber / Red,Prohibition Ale,Speakeasy Ales & Lagers,,,,,,,
Pale Ales,Red Ale - American Amber / Red,Red Wheelbarrow,Maine Beer Company,,,,,,,
Pale Ales,Red Ale - American Amber / Red,Fixed Gear,"Lakefront Brewery, Inc.",,,,,,,
Pale Ales,Red Ale - American Amber / Red,5AM Saint,BrewDog,,,,,,,
Pale Ales,Red Ale - American Amber / Red,Blood Of The Unicorn,Pipeworks Brewing Company,,,,,,,
Pale Ales,Red Ale - American Amber / Red,Captain Sig's Northwestern Ale,Rogue Ales,,,,,,,
Pale Ales,Red Ale - American Amber / Red,My Bloody Valentine,AleSmith Brewing Company,,,,,,,
Pale Ales,Red Ale - American Amber / Red,Toaster Pastry,21st Amendment Brewery,,,,,,,
Pale Ales,Red Ale - American Amber / Red,Ambergeddon,Ale Asylum,,,,,,,
Pale Ales,Red Ale - American Amber / Red,Roundhouse,Bell's Brewery - Eccentric Café & General Store,,,,,,,
Pale Ales,Red Ale - American Amber / Red,Evil Dead Red,AleSmith Brewing Company,,,,,,,
Pale Ales,Red Ale - American Amber / Red,Loakal Red,The Bruery,,,,,,,
Pale Ales,Red Ale - American Amber / Red,Dawn Of The Red I.R.A. Ale,Ninkasi Brewing Company,,,,,,,
Pale Ales,Red Ale - American Amber / Red,Evil Twin,Heretic Brewing Company,,,,,,,
Pale Ales,Red Ale - American Amber / Red,Hoppus Maximus,Thirsty Dog Brewing Company,,,,,,,
Pale Ales,Red Ale - American Amber / Red,Eagle Claw Fist,Clown Shoes,,,,,,,
Pale Ales,Red Ale - American Amber / Red,Spring Hop,Mayflower Brewing Company,,,,,,,
Pale Ales,Red Ale - Irish,Brian Boru,3 Floyds Brewing Co.,,,,,,,
Pale Lagers,Lager - American,Pilsner,Founders Brewing Company,,,,,,,
Pale Lagers,Lager - American,Jabby Brau,Jack's Abby Brewing,,,,,,,
Pale Lagers,Lager - American,Joe's Premium American Pilsner,Avery Brewing Company,,,,,,,
Pale Lagers,Lager - American,UnderDog Atlantic Lager,Flying Dog Brewery,,,,,,,
Pale Lagers,Lager - American,Pacific Wonderland Lager,Deschutes Brewery,,,,,,,
Pale Lagers,Lager - American,Tropic Of Thunder,Stone Brewing,,,,,,,
Pale Lagers,Lager - American,Hop Syndrome Lager,Epic Brewing Company,,,,,,,
Pale Lagers,Lager - American,Tesla Lager,Sixpoint Brewery,,,,,,,
Pale Lagers,Lager - American,Home Grown,Victory Brewing Company - Downingtown,,,,,,,
Pale Lagers,Lager - American,Trigo,Founders Brewing Company,,,,,,,
Pale Lagers,Lager - European / Dortmunder Export,Jinx Proof,3 Floyds Brewing Co.,,,,,,,
Pale Lagers,Lager - European Strong,Christoffel Nobel,Bierbrouwerij Sint Christoffel B.V,,,,,,,
Pale Lagers,Lager - India Pale Lager (IPL),Hoponius Union,Jack's Abby Brewing,,,,,,,
Pale Lagers,Lager - India Pale Lager (IPL),Samuel Adams Double Agent IPL,Boston Beer Company (Samuel Adams),,,,,,,
Pale Lagers,Lager - India Pale Lager (IPL),Kiwi Rising - Double IPL,Jack's Abby Brewing,,,,,,,
Pale Lagers,Lager - India Pale Lager (IPL),Mass Rising,Jack's Abby Brewing,,,,,,,
Pale Lagers,Lager - India Pale Lager (IPL),Otter Creek Citra Mantra,Otter Creek Brewing,,,,,,,
Pale Lagers,Lager - India Pale Lager (IPL),Fathom IPL,Ballast Point Brewing Company,,,,,,,
Pale Lagers,Lager - India Pale Lager (IPL),Quinannan Falls,Bell's Brewery - Eccentric Café & General Store,,,,,,,
Pale Lagers,Lager - India Pale Lager (IPL),Hopside Down India Style Pale Lager,Widmer Brothers Brewing Company,,,,,,,
Pale Lagers,Lager - India Pale Lager (IPL),Excess IPL,Jack's Abby Brewing,,,,,,,
Pale Lagers,Lager - India Pale Lager (IPL),Silver & Gold,Great Lakes Brewing Co.,,,,,,,
Pale Lagers,Lager - India Pale Lager (IPL),Triple Hop'd Lager,Bitburger Brauerei,,,,,,,
Pale Lagers,Lager - Kellerbier / Zwickelbier,Samuel Adams Alpine Lager,Boston Beer Company (Samuel Adams),,,,,,,
Pale Lagers,Lager - Kellerbier / Zwickelbier,KillaPilz,Voodoo Brewery,,,,,,,
Pale Lagers,Lager - Kellerbier / Zwickelbier,Creemore Springs Kellerbier,Creemore Springs Brewery Limited,,,,,,,
Pale Lagers,Pilsner - Bohemian / Czech,PILS (Czech Style Pilsner),Lagunitas Brewing Company,,,,,,,
Pale Lagers,Pilsner - Bohemian / Czech,Piercing Pils,Dogfish Head Craft Brewery,,,,,,,
Pale Lagers,Pilsner - Bohemian / Czech,The Wright Pils,Great Lakes Brewing Co.,,,,,,,
Pale Lagers,Pilsner - Bohemian / Czech,Fresh Cut,Peak Organic Brewing Company,,,,,,,
Pale Lagers,Pilsner - Bohemian / Czech,Sunny Ridge,Jack's Abby Brewing,,,,,,,
Pale Lagers,Pilsner - German,Prima Pils,Victory Brewing Company - Downingtown,,,,,,,
Pale Lagers,Pilsner - German,Samuel Adams Noble Pils,Boston Beer Company (Samuel Adams),,,,,,,
Pale Lagers,Pilsner - German,Pivo Pils,Firestone Walker Brewing Co.,,,,,,,
Pale Lagers,Pilsner - German,The Crisp,Sixpoint Brewery,,,,,,,
Pale Lagers,Pilsner - German,Sunshine Pils,Tröegs Brewing Company,,,,,,,
Pale Lagers,Pilsner - German,SOS (Save Our Shore),Abita Brewing Co.,,,,,,,
Pale Lagers,Pilsner - Imperial,My Antonia,Dogfish Head Craft Brewery,,,,,,,
Pale Lagers,Pilsner - Imperial,Morimoto Imperial Pilsner,Rogue Ales,,,,,,,
Pale Lagers,Pilsner - Imperial,Imperial Spruce India Pilsner,Short's Brewing Company,,,,,,,
Pale Lagers,Pilsner - Imperial,Evil Power,3 Floyds Brewing Co.,,,,,,,
Pale Lagers,Pilsner - Imperial,My Antonia,Birra Del Borgo,,,,,,,
Pale Lagers,Pilsner - Imperial,Lagunitas Imperial PILS,Lagunitas Brewing Company,,,,,,,
Pale Lagers,Pilsner - Imperial,Draft Bear,Mikkeller ApS,,,,,,,
Pale Lagers,Pilsner - Imperial,The Curl,Short's Brewing Company,,,,,,,
Pale Lagers,Pilsner - Imperial,Hitachino Nest Ancient Nipponia,Kiuchi Brewery,,,,,,,
Porters,Porter - English,Zwet.Be,Brouwerij 3 Fonteinen,,,,,,,
Specialty Beers,Fruit and Field Beer,Raspberry Tart,New Glarus Brewing Company,,,,,,,
Specialty Beers,Fruit and Field Beer,Rübæus,Founders Brewing Company,,,,,,,
Specialty Beers,Fruit and Field Beer,Wisconsin Belgian Red,New Glarus Brewing Company,,,,,,,
Specialty Beers,Fruit and Field Beer,Serendipity,New Glarus Brewing Company,,,,,,,
Specialty Beers,Fruit and Field Beer,Éphémère (Apple),Unibroue,,,,,,,
Specialty Beers,Fruit and Field Beer,Samuel Adams Porch Rocker,Boston Beer Company (Samuel Adams),,,,,,,
Specialty Beers,Fruit and Field Beer,Thumbprint Apple Ale,New Glarus Brewing Company,,,,,,,
Specialty Beers,Fruit and Field Beer,Strawberry Rhubarb,New Glarus Brewing Company,,,,,,,
Specialty Beers,Fruit and Field Beer,Cerise,Founders Brewing Company,,,,,,,
Specialty Beers,Fruit and Field Beer,Shiner Ruby Redbird,Spoetzl Brewery,,,,,,,
Specialty Beers,Fruit and Field Beer,Tweason'ale,Dogfish Head Craft Brewery,,,,,,,
Specialty Beers,Fruit and Field Beer,Soft Parade,Short's Brewing Company,,,,,,,
Specialty Beers,Fruit and Field Beer,Pyramid Apricot Ale,"Pyramid Breweries, Inc.",,,,,,,
Specialty Beers,Fruit and Field Beer,Redd's Apple Ale,Miller Brewing Co.,,,,,,,
Specialty Beers,Fruit and Field Beer,Wild Blueberry Wheat Ale,Sea Dog Brewing Company,,,,,,,
Specialty Beers,Fruit and Field Beer,Tangerine Wheat,Lost Coast Brewery and Cafe,,,,,,,
Specialty Beers,Fruit and Field Beer,Apricot Wheat,Ithaca Beer Company,,,,,,,
Specialty Beers,Fruit and Field Beer,UFO Raspberry Hefeweizen,Harpoon Brewery & Beer Hall,,,,,,,
Specialty Beers,Fruit and Field Beer,Samuel Adams Blueberry Hill Lager,Boston Beer Company (Samuel Adams),,,,,,,
Specialty Beers,Fruit and Field Beer,Son Of A Peach,RJ Rockers Brewing Company,,,,,,,
Specialty Beers,Fruit and Field Beer,Orange Shandy,Jacob Leinenkugel Brewing Company,,,,,,,
Specialty Beers,Fruit and Field Beer,Bumble Berry Honey Blueberry Ale,Fat Head's Brewery & Saloon,,,,,,,
Specialty Beers,Fruit and Field Beer,Raspberry Ale,Dark Horse Brewing Company,,,,,,,
Specialty Beers,Fruit and Field Beer,Orange Blossom Cream Ale,Buffalo Bill's Brewery,,,,,,,
Specialty Beers,Fruit and Field Beer,Organic Strawberry,Samuel Smith Old Brewery (Tadcaster),,,,,,,
Specialty Beers,Fruit and Field Beer,Key Lime Pie,Short's Brewing Company,,,,,,,
Specialty Beers,Fruit and Field Beer,Strawberry Short's Cake,Short's Brewing Company,,,,,,,
Specialty Beers,Fruit and Field Beer,Organic Raspberry,Samuel Smith Old Brewery (Tadcaster),,,,,,,
Specialty Beers,Fruit and Field Beer,Wild Raspberry Ale,Great Divide Brewing Company,,,,,,,
Specialty Beers,Fruit and Field Beer,Bar Harbor Blueberry Ale,Atlantic Brewing Company / Mainely Meat BBQ,,,,,,,
Specialty Beers,Fruit and Field Beer,Blueberry Ale,Wachusett Brewing Company,,,,,,,
Specialty Beers,Fruit and Field Beer,St-Ambroise Apricot Wheat Ale,McAuslan Brewing,,,,,,,
Specialty Beers,Fruit and Field Beer,Organic Cherry,Samuel Smith Old Brewery (Tadcaster),,,,,,,
Specialty Beers,Fruit and Field Beer,Organic Apricot Ale,Samuel Smith Old Brewery (Tadcaster),,,,,,,
Specialty Beers,Fruit and Field Beer,Éphémère (Cassis / Black Currant),Unibroue,,,,,,,
Specialty Beers,Fruit and Field Beer,Liefmans Fruitesse On The Rocks,Brouwerij Liefmans,,,,,,,
Specialty Beers,Fruit and Field Beer,Pêche Mel,Brasserie Dubuisson Frères sprl,,,,,,,
Specialty Beers,Fruit and Field Beer,Peaches & Cream,Short's Brewing Company,,,,,,,
